845
2891
2110
1295
987
965
949
713
780
952
1210
1669
1049
871
686
1166
1015
968
990
960
1024
745
903
977
796
791
1678
1848
1248
877
1579
1200
518
2450
1253
826
1130
1076
1144
953
811
689
726
765
958
739
749
1246
963
583
1178
1153
1801
1486
1750
1017
666
1551
1360
971
993
1012
1057
922
763
979
1133
1028
777
817
826
774
821
788
713
689
843
641
986
987
795
901
904
841
954
1242
1265
1021
973
678
